Game ID,Year,Region,Round,Game Location,Better Seed,Team - Better Seed,Spread,Over/Under Total,Worse Seed,Team - Worse Seed,Better Seed - Score,Worse Seed - Score,Game Winner - Team,Game Winner - Seed,Better Seed vs. Spread,Better Seed vs. Spread (Points),O/U,O/U Margin,Margin of Victory,Total Points Scored,Better Seed Conference,Worse Seed - Conference,Better Seed Ken Pom,Worse Seed Ken Pom,Better Seed and Worse Ken Pom?,Ken Pom Ranking Margin,KP EM Diff,Better Seed KP Expected Margin,Worse Seed KP Expected Marg.,Better Seed Adj Off. Eff Rank,Worse Seed Adjusted Off Eff. Rank,Better Seed Adj. Def Eff. Rank,Worse Seed Adjusted Def. Rank,Futures Better to F4,Futures Worse to F4,
56,2022,South,1) Round of 64,XXXXXX,XXXXXX,illinois,XXXXXXX,XXXXXXX,XXXXXXX,chattanooga,54,53,illinois,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
57,2022,South,1) Round of 64,XXXXXX,XXXXXX,colorado-state,XXXXXXX,XXXXXXX,XXXXXXX,michigan,63,75,michigan,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
58,2022,South,1) Round of 64,XXXXXX,XXXXXX,tennessee,XXXXXXX,XXXXXXX,XXXXXXX,longwood,88,56,tennessee,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
59,2022,South,1) Round of 64,XXXXXX,XXXXXX,ohio-state,XXXXXXX,XXXXXXX,XXXXXXX,loyola-il,54,41,Ohio-state,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
60,2022,South,1) Round of 64,XXXXXX,XXXXXX,villanova,XXXXXXX,XXXXXXX,XXXXXXX,delaware,80,60,villanova,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
61,2022,Midwest,1) Round of 64,XXXXXX,1,kansas,XXXXXXX,XXXXXXX,XXXXXXX,texas-southern,83,56,kansas,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
62,2022,Midwest,1) Round of 64,XXXXXX,XXXXXX,san-diego-state,XXXXXXX,XXXXXXX,XXXXXXX,creighton,69,72,creighton,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
63,2022,Midwest,1) Round of 64,XXXXXX,XXXXXX,iowa,XXXXXXX,XXXXXXX,XXXXXXX,richmond,63,67,richmond,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
64,2022,Midwest,1) Round of 64,XXXXXX,XXXXXX,Providence,XXXXXXX,XXXXXXX,XXXXXXX,south-dakota-state,66,57,Providence,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
65,2022,Midwest,1) Round of 64,XXXXXX,XXXXXX,louisiana-state,XXXXXXX,XXXXXXX,XXXXXXX,iowa-state,54,59,iowa-state,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
66,2022,Midwest,1) Round of 64,XXXXXX,XXXXXX,wisconsin,XXXXXXX,XXXXXXX,XXXXXXX,colgate,67,60,wisconsin,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
67,2022,Midwest,1) Round of 64,XXXXXX,XXXXXX,southern-california,XXXXXXX,XXXXXXX,XXXXXXX,miami-FL,66,68,miami-fl,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
68,2022,Midwest,1) Round of 64,XXXXXX,XXXXXX,auburn,XXXXXXX,XXXXXXX,XXXXXXX,jacksonville-state,80,61,Auburn,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
69,2022,Play-in,0) Play-in,XXXXXX,12,wyoming,XXXXXXX,XXXXXXX,12,indiana,58,66,indiana,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
70,2022,East,2) Second Round,XXXXXX,XXXXXX,baylor,XXXXXXX,XXXXXXX,8,north-carolina,86,93,North-carolina,,,,,,,,,,,,,,,,,,,,,,,
71,2022,East,2) Second Round,XXXXXX,XXXXXX,ucla,XXXXXXX,XXXXXXX,5,saint-marys-ca,72,56,ucla,,,,,,,,,,,,,,,,,,,,,,,
72,2022,East,2) Second Round,XXXXXX,XXXXXX,purdue,XXXXXXX,XXXXXXX,6,texas,81,71,purdue,,,,,,,,,,,,,,,,,,,,,,,
73,2022,East,2) Second Round,XXXXXX,XXXXXX,murray-state,XXXXXXX,XXXXXXX,15,saint-peters,60,70,saint-peters,,,,,,,,,,,,,,,,,,,,,,,
74,2022,East,3) Sweet 16,XXXXXX,XXXXXX,ucla,XXXXXXX,XXXXXXX,8,north-carolina,66,73,North-carolina,,,,,,,,,,,,,,,,,,,,,,,
75,2022,East,3) Sweet 16,XXXXXX,XXXXXX,purdue,XXXXXXX,XXXXXXX,15,saint-peters,64,67,saint-peters,,,,,,,,,,,,,,,,,,,,,,,
76,2022,East,4) Elite 8,XXXXXX,XXXXXX,north-carolina,XXXXXXX,XXXXXXX,15,saint-peters,69,49,North-carolina,,,,,,,,,,,,,,,,,,,,,,,
77,2022,West,2) Second Round,XXXXXX,XXXXXX,gonzaga,XXXXXXX,XXXXXXX,9,memphis,82,78,gonzaga,,,,,,,,,,,,,,,,,,,,,,,
78,2022,West,2) Second Round,XXXXXX,XXXXXX,arkansas,XXXXXXX,XXXXXXX,12,new-mexico-state,53,48,arkansas,,,,,,,,,,,,,,,,,,,,,,,
79,2022,West,2) Second Round,XXXXXX,XXXXXX,texas-tech,XXXXXXX,XXXXXXX,11,notre-dame,59,53,texas-tech,,,,,,,,,,,,,,,,,,,,,,,
80,2022,West,2) Second Round,XXXXXX,XXXXXX,duke,XXXXXXX,XXXXXXX,7,Michigan-State,85,76,duke,,,,,,,,,,,,,,,,,,,,,,,
81,2022,West,3) Sweet 16,XXXXXX,XXXXXX,gonzaga,XXXXXXX,XXXXXXX,4,arkansas,68,74,arkansas,,,,,,,,,,,,,,,,,,,,,,,
82,2022,West,3) Sweet 16,XXXXXX,XXXXXX,duke,XXXXXXX,XXXXXXX,3,texas-tech,78,73,duke,,,,,,,,,,,,,,,,,,,,,,,
83,2022,West,4) Elite 8,XXXXXX,XXXXXX,duke,XXXXXXX,XXXXXXX,4,arkansas,78,69,duke,,,,,,,,,,,,,,,,,,,,,,,
84,2022,Midwest,2) Second Round,XXXXXX,XXXXXX,kansas,XXXXXXX,XXXXXXX,9,creighton,79,72,kansas,,,,,,,,,,,,,,,,,,,,,,,
85,2022,Midwest,2) Second Round,XXXXXX,XXXXXX,Providence,XXXXXXX,XXXXXXX,12,richmond,79,51,Providence,,,,,,,,,,,,,,,,,,,,,,,
86,2022,Midwest,2) Second Round,XXXXXX,XXXXXX,wisconsin,XXXXXXX,XXXXXXX,11,iowa-state,49,54,iowa-state,,,,,,,,,,,,,,,,,,,,,,,
87,2022,Midwest,2) Second Round,XXXXXX,XXXXXX,auburn,XXXXXXX,XXXXXXX,10,miami-fl,61,79,miami-fl,,,,,,,,,,,,,,,,,,,,,,,
88,2022,Midwest,3) Sweet 16,XXXXXX,XXXXXX,kansas,XXXXXXX,XXXXXXX,4,Providence,66,61,kansas,,,,,,,,,,,,,,,,,,,,,,,
89,2022,Midwest,3) Sweet 16,XXXXXX,XXXXXX,mimai-fl,XXXXXXX,XXXXXXX,11,iowa-state,70,56,miami-fl,,,,,,,,,,,,,,,,,,,,,,,
90,2022,Midwest,4) Elite 8,XXXXXX,XXXXXX,kansas,XXXXXXX,XXXXXXX,10,miami-fl,76,50,kansas,,,,,,,,,,,,,,,,,,,,,,,
91,2022,South,2) Second Round,XXXXXX,XXXXXX,arizona,XXXXXXX,XXXXXXX,9,texas-christian,85,80,arizona,,,,,,,,,,,,,,,,,,,,,,,
92,2022,South,2) Second Round,XXXXXX,XXXXXX,illinois,XXXXXXX,XXXXXXX,5,houston,53,68,houston,,,,,,,,,,,,,,,,,,,,,,,
93,2022,South,2) Second Round,XXXXXX,XXXXXX,tennessee,XXXXXXX,XXXXXXX,11,michigan,68,76,michigan,,,,,,,,,,,,,,,,,,,,,,,
94,2022,South,2) Second Round,XXXXXX,XXXXXX,villanova,XXXXXXX,XXXXXXX,7,ohio-state,71,61,villanova,,,,,,,,,,,,,,,,,,,,,,,
95,2022,South,3) Sweet 16,XXXXXX,XXXXXX,arizona,XXXXXXX,XXXXXXX,5,houston,60,72,houston,,,,,,,,,,,,,,,,,,,,,,,
96,2022,South,3) Sweet 16,XXXXXX,XXXXXX,villanova,XXXXXXX,XXXXXXX,11,michigan,63,55,villanova,,,,,,,,,,,,,,,,,,,,,,,
97,2022,South,4) Elite 8,XXXXXX,XXXXXX,villanova,XXXXXXX,XXXXXXX,5,houston,50,44,villanova,,,,,,,,,,,,,,,,,,,,,,,
98,2022,Final Four,National Semi-Final,XXXXXX,XXXXXX,kansas,XXXXXXX,XXXXXXX,2,villanova,81,65,kansas,,,,,,,,,,,,,,,,,,,,,,,
99,2022,Final Four,National Semi-Final,XXXXXX,XXXXXX,duke,XXXXXXX,XXXXXXX,8,north-carolina,77,81,north-carolina,,,,,,,,,,,,,,,,,,,,,,,
100,2022,Final Four,National Championship,XXXXXX,XXXXXX,kansas,XXXXXXX,XXXXXXX,8,north-carolina,72,69,kansas,,,,,,,,,,,,,,,,,,,,,,,
101,2021,East,1) Round of 64,XXXXXX,XXXXXX,gonzaga,XXXXXXX,XXXXXXX,16,Norfolk-state,98,55,gonzaga,1,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
102,2021,East,1) Round of 64,XXXXXX,XXXXXX,oklahoma,XXXXXXX,XXXXXXX,XXXXXXX,missouri,72,68,oklahoma,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
103,2021,East,1) Round of 64,XXXXXX,XXXXXX,creighton,XXXXXXX,XXXXXXX,XXXXXXX,California-santa-barbara,63,62,creighton,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
104,2021,East,1) Round of 64,XXXXXX,XXXXXX,virginia,XXXXXXX,XXXXXXX,XXXXXXX,ohio,58,62,ohio,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
105,2021,East,1) Round of 64,XXXXXX,XXXXXX,Southern-california,XXXXXXX,XXXXXXX,XXXXXXX,Wichita-State,72,56,Southern-california,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
106,2021,East,1) Round of 64,XXXXXX,XXXXXX,kansas,XXXXXXX,XXXXXXX,XXXXXXX,Eastern-washington,93,84,kansas,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
107,2021,East,1) Round of 64,XXXXXX,XXXXXX,oregon,XXXXXXX,XXXXXXX,XXXXXXX,Virginia-commonwealth,5,0,oregon,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
108,2021,East,1) Round of 64,XXXXXX,XXXXXX,iowa,XXXXXXX,XXXXXXX,XXXXXXX,Grand-canyon,86,74,iowa,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
109,2021,West,1) Round of 64,XXXXXX,XXXXXX,michigan,XXXXXXX,XXXXXXX,XXXXXXX,texas-southern,82,66,michigan,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
110,2021,West,1) Round of 64,XXXXXX,XXXXXX,louisiana-state,XXXXXXX,XXXXXXX,XXXXXXX,st-bonaventure,76,61,Louisiana-state,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
111,2021,West,1) Round of 64,XXXXXX,XXXXXX,colorado,XXXXXXX,XXXXXXX,XXXXXXX,georgetown,96,73,colorado,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
112,2021,West,1) Round of 64,XXXXXX,XXXXXX,Florida-State,XXXXXXX,XXXXXXX,XXXXXXX,north-carolina-greensboro,64,54,Florida-state,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
113,2021,West,1) Round of 64,XXXXXX,XXXXXX,brigham-young,XXXXXXX,XXXXXXX,XXXXXXX,Michigan-State,62,73,michigan-state,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
114,2021,West,1) Round of 64,XXXXXX,XXXXXX,texas,XXXXXXX,XXXXXXX,XXXXXXX,abilene-christian,52,53,abilene-christian,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
115,2021,West,1) Round of 64,XXXXXX,XXXXXX,connecticut,XXXXXXX,XXXXXXX,XXXXXXX,maryland,54,62,maryland,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
116,2021,West,1) Round of 64,XXXXXX,XXXXXX,alabama,XXXXXXX,XXXXXXX,XXXXXXX,iona,68,55,alabama,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
117,2021,Midwest,1) Round of 64,XXXXXX,XXXXXX,baylor,XXXXXXX,XXXXXXX,XXXXXXX,hartford,79,55,baylor,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
118,2021,Midwest,1) Round of 64,XXXXXX,XXXXXX,North-Carolina,XXXXXXX,XXXXXXX,XXXXXXX,wisconsin,62,85,wisconsin,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
119,2021,Midwest,1) Round of 64,XXXXXX,XXXXXX,villanova,XXXXXXX,XXXXXXX,XXXXXXX,winthrop,73,63,villanova,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
120,2021,Midwest,1) Round of 64,XXXXXX,XXXXXX,purdue,XXXXXXX,XXXXXXX,XXXXXXX,North-texas,69,78,North-texas,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
121,2021,Midwest,1) Round of 64,XXXXXX,XXXXXX,Texas-Tech,XXXXXXX,XXXXXXX,XXXXXXX,Utah-state,65,53,Texas-Tech,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
122,2021,Midwest,1) Round of 64,XXXXXX,XXXXXX,arkansas,XXXXXXX,XXXXXXX,XXXXXXX,colgate,85,68,arkansas,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
123,2021,Midwest,1) Round of 64,XXXXXX,XXXXXX,florida,XXXXXXX,XXXXXXX,XXXXXXX,Virginia-Tech,75,70,florida,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
124,2021,Midwest,1) Round of 64,XXXXXX,XXXXXX,Ohio-State,XXXXXXX,XXXXXXX,XXXXXXX,Oral-roberts,72,75,Oral-roberts,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
125,2021,South,1) Round of 64,XXXXXX,XXXXXX,illinois,XXXXXXX,XXXXXXX,XXXXXXX,drexel,78,49,illinois,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
126,2021,South,1) Round of 64,XXXXXX,XXXXXX,Loyola-il,XXXXXXX,XXXXXXX,XXXXXXX,Georgia-tech,71,60,Loyola-il,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
127,2021,South,1) Round of 64,XXXXXX,XXXXXX,tennessee,XXXXXXX,XXXXXXX,XXXXXXX,Oregon-state,56,70,Oregon-state,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
128,2021,South,1) Round of 64,XXXXXX,XXXXXX,Oklahoma-State,XXXXXXX,XXXXXXX,XXXXXXX,liberty,69,60,Oklahoma-state,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX
